17 Jan 2016 04:59:39	-0.01	383.57	381.23	381.0	384.06	385.64	0.02
05 Dec 2016 14:03:28	0.0	753.99	753.45	753.52	754.94	756.81	0.01
29 Apr 2017 10:30:56	0.05	1344.02	1347.08	1359.97	1363.03	1364.84	0.01
16 Oct 2016 23:54:31	-0.01	643.12	640.63	638.96	640.18	640.26	0.01
23 May 2017 19:38:40	0.22	2241.72	2273.97	2319.6	2312.48	2339.99	0.06
29 Jan 2017 23:14:45	0.01	916.71	919.28	920.01	920.26	919.5	-0.0
09 Dec 2016 18:56:01	0.01	770.79	772.79	774.88	773.42	773.47	-0.0
27 Oct 2016 22:31:50	0.0	686.21	687.17	687.56	686.61	687.53	0.0
18 Jul 2017 16:40:04	-0.06	2328.47	2335.14	2313.09	2298.22	2321.65	0.03
10 Jan 2017 18:16:07	0.03	904.02	908.27	912.0	915.84	916.38	0.01
13 Oct 2017 19:52:07	0.12	5606.73	5597.82	5631.51	5621.64	5619.78	-0.1
19 Mar 2016 09:16:37	-0.01	410.79	408.45	407.35	406.27	407.99	0.0
20 Nov 2017 02:22:23	0.16	7988.74	8028.27	8045.11	8148.9	8247.7	0.58
14 Jan 2017 13:54:36	-0.05	837.9	835.7	826.55	828.52	828.44	0.0
